model,checkpoint,epoch_zero_based,num_paths_per_region,images,mse_mean,mse_std,psnr_db_mean,psnr_db_std,ssim_mean,ssim_std,lpips_mean,lpips_std,preprocess_seconds_mean,preprocess_seconds_std,network_seconds_mean,network_seconds_std,render_seconds_mean,render_seconds_std,svg_export_seconds_mean,svg_export_seconds_std,inference_seconds_mean,inference_seconds_std,metric_seconds_mean,metric_seconds_std,peak_extra_gpu_mb_mean,peak_extra_gpu_mb_std,svg_bytes_mean,svg_bytes_std,path_count_mean,path_count_std,region_count_mean,region_count_std
ours_final,C:\Users\zak\Documents\GitHub\Vectorisation-Automatique-d-Images-Matricielles-par-Deep-Learning\implementation\checkpoints\raster_to_svg_128paths\epoch_0019.pt,19,128,4,0.007596552199553488,0.00778641963852722,23.305529795975993,5.271273143247712,0.6459958106279373,0.19079326735710989,0.31208202615380287,0.11339053208157188,0.042962050007190555,0.0037334553931261684,0.01953735001006862,0.0015894011651403294,0.5002103999941028,0.12102113597549734,0.12140942500263918,0.04242353341355441,0.6841192250140011,0.1188223021277071,0.021356550001655705,0.002760422441992507,81.66748046875,4.585396105962698,677989.0,104760.14484844256,1472.0,221.70250336881628,11.5,1.7320508075688772
